DATE,NAME,LATITUDE,LONGITUDE,DEWP,WDSP,MAX,MIN,PRCP,MONTH
2016-03-20,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,49.0,4.4,80.1,52.0,0.0,3
2016-03-21,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,49.0,6.9,80.1,52.0,0.0,3
2016-03-22,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,40.7,11.5,73.0,48.9,0.0,3
2016-03-23,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,35.4,4.7,70.0,39.9,0.0,3
2016-03-24,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,38.0,4.0,73.0,39.9,0.0,3
2016-03-25,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,41.3,3.8,75.9,46.0,0.0,3
2016-03-26,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,43.8,5.3,77.0,50.0,0.0,3
2016-03-27,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,39.6,3.6,79.0,51.1,0.0,3
2016-03-28,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,37.6,7.5,79.0,51.1,0.0,3
2016-03-29,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,29.9,6.6,68.0,45.0,0.0,3
2016-03-30,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,31.7,4.6,69.1,44.1,0.0,3
2016-03-31,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,32.8,5.5,73.9,44.1,0.0,3
2016-04-01,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,38.4,4.9,79.0,48.0,0.0,4
2016-04-02,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.2,4.8,86.0,50.0,0.0,4
2016-04-03,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.3,5.1,86.0,51.1,0.0,4
2016-04-04,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,41.0,5.9,86.0,55.9,0.0,4
2016-04-05,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.1,4.7,82.9,54.0,0.0,4
2016-04-06,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,40.7,3.8,91.0,54.0,0.0,4
2016-04-07,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,45.1,5.6,91.0,55.9,0.0,4
2016-04-08,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,53.3,4.2,84.9,61.0,0.01,4
2016-04-09,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,53.6,8.5,73.9,57.9,0.45,4
2016-04-10,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,53.2,4.2,73.9,55.0,0.3,4
2016-04-11,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,54.0,5.8,73.9,55.0,0.07,4
2016-04-12,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,52.4,3.7,75.9,55.9,0.0,4
2016-04-13,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,51.4,6.0,77.0,55.9,0.0,4
2016-04-14,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.1,6.2,75.0,52.0,0.0,4
2016-04-15,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,37.8,8.9,75.0,51.1,0.0,4
2016-04-16,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,35.9,5.3,81.0,51.1,0.0,4
2016-04-17,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,37.4,4.0,91.0,51.1,0.0,4
2016-04-18,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,30.4,5.8,91.9,51.1,0.0,4
2016-04-19,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,35.7,5.3,91.9,60.1,0.0,4
2016-04-20,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,28.8,5.8,91.0,59.0,0.0,4
2016-04-21,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,33.1,5.4,88.0,55.9,0.0,4
2016-04-22,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,45.5,7.7,84.9,55.9,0.0,4
2016-04-23,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.2,9.8,81.0,46.0,0.0,4
2016-04-24,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,40.9,4.1,73.9,46.0,0.0,4
2016-04-25,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,39.6,9.0,73.9,51.1,0.17,4
2016-04-26,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,33.0,5.0,73.9,46.9,0.0,4
2016-04-27,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,35.9,5.8,75.0,46.9,0.0,4
2016-04-28,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,43.2,6.0,75.0,52.0,0.04,4
2016-04-29,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.1,5.4,81.0,52.0,0.0,4
2016-04-30,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,39.6,5.7,81.0,54.0,0.0,4
2016-05-01,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,37.4,4.4,88.0,55.0,0.0,5
2016-05-02,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,40.9,4.5,90.0,55.0,0.0,5
2016-05-03,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,41.4,5.2,93.0,60.1,0.0,5
2016-05-04,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.8,7.3,93.0,60.1,0.0,5
2016-05-05,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.4,9.3,84.0,57.9,0.0,5
2016-05-06,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,51.6,5.4,75.0,57.0,0.02,5
2016-05-07,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,51.6,3.9,75.0,57.0,0.52,5
2016-05-08,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,50.1,6.1,77.0,57.0,0.0,5
2016-05-09,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,50.1,4.1,81.0,57.0,0.0,5
2016-05-10,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,52.7,4.9,84.9,59.0,0.0,5
2016-05-11,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,52.9,5.0,91.9,59.0,0.0,5
2016-05-12,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,52.7,5.9,98.1,64.9,0.0,5
2016-05-13,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,48.1,6.8,98.1,66.9,0.0,5
2016-05-14,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,45.6,8.3,95.0,57.9,0.0,5
2016-05-15,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,47.7,8.7,81.0,57.9,0.0,5
2016-05-16,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,45.1,5.9,84.9,60.1,0.0,5
2016-05-17,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.0,4.6,89.1,61.0,0.0,5
2016-05-18,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.2,4.5,96.1,63.0,0.0,5
2016-05-19,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,41.2,6.7,96.1,66.0,0.0,5
2016-05-20,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,35.0,10.2,95.0,55.0,0.0,5
2016-05-21,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,36.5,8.1,75.0,50.0,0.0,5
2016-05-22,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,40.0,6.8,77.0,50.0,0.0,5
2016-05-23,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,41.7,6.1,78.1,53.1,0.0,5
2016-05-24,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,43.4,5.8,79.0,53.1,0.01,5
2016-05-25,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.3,6.9,79.0,57.0,0.0,5
2016-05-26,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.6,5.4,82.0,57.0,0.0,5
2016-05-27,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.0,5.6,89.1,57.0,0.0,5
2016-05-28,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,45.9,6.1,91.9,63.0,0.0,5
2016-05-29,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.0,6.5,93.9,66.0,0.0,5
2016-05-30,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,43.7,5.7,96.1,66.0,0.0,5
2016-05-31,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.0,5.0,99.0,68.0,0.0,5
2016-06-01,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,47.1,6.0,102.0,70.0,0.0,6
2016-06-02,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,39.7,5.8,104.0,70.0,0.0,6
2016-06-03,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.2,6.3,104.0,70.0,0.0,6
2016-06-04,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,36.2,5.2,107.1,71.1,0.0,6
2016-06-05,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,33.9,7.9,107.1,72.0,0.0,6
2016-06-06,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,40.0,5.9,102.9,72.0,0.0,6
2016-06-07,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.8,5.9,102.0,72.0,0.0,6
2016-06-08,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,51.6,6.7,100.9,71.1,0.0,6
2016-06-09,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.6,6.1,96.1,66.9,0.0,6
2016-06-10,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,47.7,5.7,93.0,64.9,0.0,6
2016-06-11,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,43.1,6.6,89.1,64.9,0.0,6
2016-06-12,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,48.5,7.9,88.0,66.0,0.0,6
2016-06-13,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,48.5,6.1,91.9,66.0,0.0,6
2016-06-14,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,41.3,6.5,91.9,62.1,0.0,6
2016-06-15,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,35.2,7.9,87.1,57.9,0.0,6
2016-06-16,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,39.1,7.0,82.0,53.1,0.0,6
2016-06-17,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.6,4.4,89.1,53.1,0.0,6
2016-06-18,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,49.4,6.0,89.1,61.0,0.0,6
2016-06-19,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,51.9,6.0,91.9,63.0,0.0,6
2016-06-20,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,52.0,3.7,97.0,64.0,0.0,6
2016-06-21,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,47.0,4.6,100.0,70.0,0.0,6
2016-06-22,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.0,6.1,102.0,72.0,0.0,6
2016-06-23,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,37.9,5.3,102.0,66.0,0.0,6
2016-06-24,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,40.6,5.2,96.1,64.9,0.0,6
2016-06-25,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,39.9,5.7,96.1,64.9,0.0,6
2016-06-26,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,43.5,4.7,100.9,68.0,0.0,6
2016-06-27,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,45.2,5.9,104.0,70.0,0.0,6
2016-06-28,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,49.5,4.5,106.0,75.9,0.0,6
2016-06-29,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,48.9,4.9,107.1,79.0,0.0,6
2016-06-30,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,45.5,5.4,108.0,75.0,0.0,6
2016-07-01,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.3,6.1,105.1,73.9,0.0,7
2016-07-02,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.7,8.9,105.1,73.9,0.0,7
2016-07-03,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.0,6.7,104.0,72.0,0.0,7
2016-07-04,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.1,6.3,100.9,71.1,0.0,7
2016-07-05,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.9,6.2,99.0,71.1,0.0,7
2016-07-06,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.3,5.9,99.0,69.1,0.0,7
2016-07-07,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.4,6.2,97.0,68.0,0.0,7
2016-07-08,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,48.4,5.4,98.1,68.0,0.0,7
2016-07-09,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,50.8,6.9,98.1,69.1,0.0,7
2016-07-10,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,48.7,8.3,93.0,64.0,0.0,7
2016-07-11,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,40.1,6.0,91.0,64.0,0.0,7
2016-07-12,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,41.2,4.6,95.0,64.9,0.0,7
2016-07-13,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.0,6.2,97.0,66.0,0.0,7
2016-07-14,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.6,4.1,102.0,68.0,0.0,7
2016-07-15,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,43.2,5.1,105.1,71.1,0.0,7
2016-07-16,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,36.5,7.7,105.1,73.9,0.0,7
2016-07-17,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,35.0,6.8,102.9,72.0,0.0,7
2016-07-18,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,39.0,6.0,100.9,68.0,0.0,7
2016-07-19,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,47.3,6.5,96.1,66.0,0.0,7
2016-07-20,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,48.0,5.1,96.1,66.0,0.0,7
2016-07-21,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,49.2,5.0,98.1,68.0,0.0,7
2016-07-22,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.8,4.9,99.0,70.0,0.0,7
2016-07-23,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.0,5.5,98.1,70.0,0.0,7
2016-07-24,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,40.3,4.6,108.0,71.1,0.0,7
2016-07-25,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,36.9,6.2,108.0,73.0,0.0,7
2016-07-26,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.1,5.9,105.1,75.0,0.0,7
2016-07-27,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.8,4.7,107.1,75.0,0.0,7
2016-07-28,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,43.9,4.9,109.0,79.0,0.0,7
2016-07-29,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.7,4.8,109.0,79.0,0.0,7
2016-07-30,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,43.9,5.8,111.0,79.0,0.0,7
2016-07-31,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,42.0,6.6,111.0,75.0,0.0,7
2016-08-01,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.1,5.2,105.1,75.0,0.0,8
2016-08-02,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,47.8,5.6,104.0,75.0,0.0,8
2016-08-03,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,49.3,5.2,102.9,73.0,0.0,8
2016-08-04,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.6,4.6,102.0,73.0,0.0,8
2016-08-05,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.3,5.9,102.0,70.0,0.0,8
2016-08-06,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,48.8,5.4,98.1,69.1,0.0,8
2016-08-07,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,44.4,5.9,98.1,69.1,0.0,8
2016-08-08,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,41.5,5.0,98.1,68.0,0.0,8
2016-08-09,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,38.9,5.1,99.0,68.0,0.0,8
2016-08-10,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,40.8,6.0,99.0,69.1,0.0,8
2016-08-11,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,37.4,6.6,99.0,69.1,0.0,8
2016-08-12,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,45.9,5.1,100.0,69.1,0.0,8
2016-08-13,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,48.2,5.9,100.9,72.0,0.0,8
2016-08-14,"BAKERSFIELD AIRPORT, CA US",35.43424,-119.05524,46.5,5.2,106.0,75.0,0.0,8
